Comment,clean_comment,word_count,sentiment_score,sentiment_label
"Untuk saya pribadi ini memang ngebantu, tapi ada ketakutan tersendiri, takutnya justru bukan ke pekerjaan, tapi ke generasi selanjutnya, 

Kalau mungkin ada yg bermain game genshin impact dan sudah sampai di kota sumeru, pasti familiar dengan yg namanya akasha terminal, dimana segala informasi dan permasalahan bisa di akses menggunakan akasha terminal, tetapi justru disitulah kelemahan terbesar akasha terminal, karena kita sudah terbuai dan memakai setiap hari, ketika akasha terminal menerima informasi atau membelokkan sejarah, kita akan menelannya mentah2 karna ketergantungan dan ketidaktahuan juga, semua informasi yg di hadirkan akasha terminal dianggap valid",pribadi memang ngebantu takut sendiri takut justru kerja generasi lanjut mungkin main game genshin impact kota sumeru familiar nama akasha terminal informasi masalah akses guna akasha terminal justru situ lemah besar akasha terminal buai pakai hari akasha terminal terima informasi belok sejarah tel mentah karna gantung ketidaktahuan semua informasi hadir akasha terminal anggap valid,54,-1,Negatif
Bener gan. Namanya Ai tentu bisa jadi alat apapun salah satunya jadi alat propaganda pembodohan,bener nama artificial intelligence alat apa salah satu alat propaganda bodoh,11,-2,Negatif
"Thats POINT, memanfaatkan AI untuk manusianya lebih produktif dan efisien

Thanks mas",thats point manfaat artificial intelligence manusia lebih produktif efisien thanks,10,3,Positif
"Bisa digunakan utk kritik base on data kepada :
Gov, private comp, all around world. It is powerfull due to bease on data.
Bisa buat rekom when you investing.",guna kritik base on data gov private comp all around world it is powerfull due to bease on data buat rekom when you investing,24,1,Positif
Terima kenyataan dan melatih diri untuk masa depan,terima nyata latih diri masa depan,6,0,Netral
"Thankyou for sharing, Pa Indrawan! Info"" & analisisnya selalu berguna bgt utk saya ",thankyou for sharing pa indrawan info analisis selalu guna,9,1,Positif
AI diciptakan untuk membantu pekerjaan manusia agar lebih cepat dan efisien. Ambil peluang ini sedini mungkin,artificial intelligence cipta bantu kerja manusia lebih cepat efisien ambil peluang din mungkin,13,3,Positif
"re-generate 2/2 wkwkwk :

Chat GPT adalah kecerdasan buatan besutan OpenAI yang mampu melakukan berbagai tugas seperti menjawab pertanyaan, membuat analisis, menulis puisi, membuat prediksi, dan bahkan menghibur. Chat GPT menggunakan teknologi AI berbasis neural network yang dilatih dengan data sebesar 40 GB dari teks internet. Chat GPT sangat berguna karena dapat mengerjakan tugas yang biasanya dilakukan hanya oleh profesional. Kehadiran Chat GPT memberikan peluang dan tantangan bagi umat manusia dalam hal pekerjaan dan teknologi.",re generate wkwkwk chat gpt cerdas buat besut openai mampu laku bagai tugas jawab tanya buat analisis tulis puisi buat prediksi bahkan hibur chat gpt guna teknologi artificial intelligence bas neural network latih data besar gb teks internet chat gpt sangat guna kerja tugas biasa laku profesional hadir chat gpt beri peluang tantang umat manusia hal kerja teknologi,58,3,Positif
Satu2nya pekerjaan yg tidak bisa diganti AI adalah pekerjaan penjualan ...,satu kerja ganti artificial intelligence kerja jual,7,-1,Negatif
Pak Indrawan  boleh bahas khusus impact nya terhadap dunia pendidikan..shg para pendidik bisa bersikap dan beradaptasi atas kehadirannya,indrawan bahas khusus impact nya dunia didik shg didik sikap adaptasi atas hadir,13,0,Netral
Ingatt 2010 ke bawah pekerjaan penjaga gerbang toll masi ada dan setelah 2014 pekerjaan itu pun lenyaap gegara teknologi GTO  ChatGPT akan lebih menyeramkan dr itu,ingatt bawah kerja jaga gerbang toll mas kerja lenyaap gegara teknologi gto chatgpt lebih seram,15,-1,Negatif
Sebagai tambahan ya: secanggih apa pun teknologi AI Tidak ada satupun yang bisa mengajarkan Kecerdasan Emosi dan kecerdasan keungan. Salah satu kecerdasan keuangan adalah lebih baik MENAMBAH PENGHASILAN DARIPADA HARUS BERHEMAT SUPER PELIT knapa lebih bnyak menambh penghasilan dan kecerdasan keungan apa lagi yg sangat penting? Jawabannya sudah saya jelaskan di video channel saya. Kepoin ja,tambah canggih teknologi artificial intelligence satu ajar cerdas emosi cerdas keungan salah satu cerdas uang lebih baik tambah hasil hemat super pelit knapa lebih bnyak menambh hasil cerdas keungan sangat penting jawab jelas video channel poin ja,37,5,Positif
Videonya mirip channel Dr Nugroho,video mirip channel nugroho,4,0,Netral
Sedikit sanggahan mungkin bukan nya tidak ada tapi belum,sedikit sanggah mungkin nya,4,0,Netral
Saat ini chat GPT mungkin belum bisa memahami emosi hanya sepertinya tidak lama lagi chat GPT bisa memahami emosi,chat gpt mungkin paham emosi seperti lama chat gpt paham emosi,11,2,Positif
"teringat film

2036 Origin Unknown  (2018) dengan AI ARTi ,dimana kecerdasan buatan bisa menambah ,menganalisa,menyimpulkan dan memutuskan sesuatu dikecerdasannya sampai membahayakan umat manusia,apakah suatu saat kecerdasan buatan bisa membuat suatu industri robot(tubuh fisik di dimensi ketiga),koloni dan menyerang makhluk biologis?atau bisa mengembangkan kecerdasan yang lebih dalam  di dunia komputer quantum dengan fisika quantum? terimakasih videonya Pak Dr.Indrawan sukses selalu",ingat film origin unknown artificial intelligence arti cerdas buat tambah menganalisa simpul putus cerdas bahaya umat manusia cerdas buat buat industri robot tubuh fisik dimensi tiga koloni serang makhluk biologis kembang cerdas lebih dunia komputer quantum fisika quantum terimakasih video indrawan sukses selalu,43,3,Positif
"Digame sudah di ujicoba, hasilnya manusia 99% kalah

https://youtu.be/pkGa8ICQJS8",digame ujicoba hasil manusia kalah,5,0,Netral
chatGPT + Boston Dynamics + company yang bikin synthetic organ = westworld,chatgpt boston dynamics company bikin synthetic organ westworld,8,0,Netral
"Saya pernah bertanya pada Chat GPT, siapa raja terakhir Majapahit, dia menjawab ""Raden Patah""  lalu saya tegur bahwa ia salah, dan ia meminta maaf. Trus saya tanya lagi pertanyaan yg sama, dan jawabannya memuaskan. . Namanya jg mesin",tanya chat gpt siapa raja akhir majapahit jawab raden patah lalu tegur salah minta tanya tanya jawab muas nama jg mesin,21,-1,Negatif
pada akhirnya manusia akan semakin sulit mengingkari sebuah kebenaran,akhir manusia makin sulit ingkar benar,6,0,Netral
Maksud anda receh apa..? Pendidikan anda setinggi langit..? Anda konglomerat..? Atau data internet saja masih minta bapak..?,maksud receh didik setinggi langit konglomerat data internet masih minta,10,0,Netral
"Pak Indrawan, Elon Musk kan salah satu pendiri OpenAI ya? Dan beliau baru saja membeli Twitter baru-baru ini.
Kira-kira apa yang bisa Elon Musk lakukan ya pak dengan OpenAI + Twitter?",indrawan elon musk salah satu diri openai beliau baru beli twitter baru baru kira kira elon musk laku openai twitter,20,-1,Negatif
Tetap aja manusia harus punya pengetahuan jawaban yang dibantu/dibikin tools chatgpt,tetap manusia punya tahu jawab bantu bikin tools chatgpt,9,1,Positif
ini salah satu ulasan tentang chatGPT yang paling bagus ... terima kasih pak,salah satu ulas chatgpt bagus terima kasih,7,0,Netral
Emang update bgt pak prof satu ini. Gw baru make sekitar satu bulanan untuk buat caption di medsos. Asli ngebantu bgt chat gpt ini,emang update prof satu baru make satu bulan buat caption medsos asli ngebantu chat gpt,15,0,Netral
Terima kasih Dr Indrawan Nugroho,terima kasih indrawan nugroho,4,0,Netral
GUA BIKIN KONTEN SEPI MULU WALAUPUN SEPI HARUS SEMANGAT BUAT KALIAN LAH....m,gua bikin konten sepi mulu sepi semangat buat kalian m,10,1,Positif
FYI: ChatGPT sudah melakukan update tanggal 30 januari 2023. Benar bahwa chat GPT ini bakal terus update karna saya juga adalah pengguna AI ini,fyi chatgpt laku update tanggal januari benar chat gpt bakal update karna guna artificial intelligence,15,1,Positif
Pada akhirnya cara kita untuk tetap bertahan di era kecerdasan buatan yang perilakunya semakin mirip dengan perilaku manusia adalah dengan menjadi lebih manusiawi,akhir cara tetap tahan era cerdas buat perilaku makin mirip perilaku manusia jadi lebih manusiawi,15,1,Positif
"Menurut saya pekerjaan yang tak akan pernah musnah adalah bertani/petani. Pemilik lahan. Karna manusia yang ada tetap butuh makan. 
  Bertani mungkin akan di bantu oleh teknologi robotik di masadepan, tapi petani akan menjadi manusia kaya di zaman kedepan.",kerja musnah tan tani milik lahan karna manusia tetap butuh makan tan mungkin bantu teknologi robotik masadepan tani jadi manusia kaya zaman depan,23,1,Positif
"Gw pernah coba pakai ChatGPT buat prediksi hasil pertandingan sepakbola Barcelona vs Atletico Madrid. 
Gw kasih data-data seperti data klasemen, peforma kandang tandang, pemain cedera,  stadion, nama wasit, cuaca, serta data-data penting lainnya. ",coba pakai chatgpt buat prediksi hasil tanding sepakbola barcelona vs atletico madrid kasih data data data klasemen forma kandang tandang main cedera stadion nama wasit cuaca data data penting lain,30,0,Netral
"ChatGPT itu bukan AI tapi ChatBot. ChatGPT adalah chatBOt yg memiliki teknologi lebih canggih di banding chatbot biasa.

ChatGPT dibangun dengan menggunakan teknologi pembelajaran mesin dan memiliki database besar informasi yang dapat di gunakan untuk menjawab pertanyaan. Pada kenyataannya ChatGPT tidak memiliki kemampuan untuk merasakan, memikirkan, atau membuat keputusan secara mandiri seperti makhluk hidup nyata. ChatGPT hanya dapat memproses dan memberikan jawaban berdasarkan informasi yang tersedia dalam database yg di sediakan oleh pengembang.",chatgpt artificial intelligence chatbot chatgpt chatbot milik teknologi lebih canggih banding chatbot biasa chatgpt bangun guna teknologi ajar mesin milik database besar informasi guna jawab tanya nyata chatgpt milik mampu rasa pikir buat putus mandiri makhluk hidup nyata chatgpt proses beri jawab dasar informasi sedia database sedia kembang,48,3,Positif
kecerdasan emosional adalah kecerdasan yang AI pusing  bgm memilikinya..,cerdas emosional cerdas artificial intelligence pusing bgm milik,8,1,Positif
Mantap pak. Luar biasa chatgpt. Tolong update lagi mengenai chat gpt ini,mantap luar biasa chatgpt update kena chat gpt,8,1,Positif
"ChatGPT Akan jauh lebih berbahaya di tahun 2025, mengapa, sistemnya Akan terus mempelajari Dari apa yang kita input di sana.
Apalagi di tahun 2022 akhir, 2023 sudah banyak try, hingga sampai menemukan bug,mencoba titik batas maksimal pencarian ChatGPT",chatgpt jauh lebih bahaya tahun sistem ajar input sana tahun akhir banyak try hingga temu bug coba titik batas maksimal cari chatgpt,22,-1,Negatif
"Menurut saya, kemampuan ChatGPT ini menjawab pertanyaan apa saja perlu dikoreksi. Saya pernah mencoba bertanya ""Kapan kiamat?"" ""Siapa Tuhan umat manusia?"" ""Apakah ada yang mengatur tatanan dunia saat ini?"" Namun, jawabannya tidak menjawab inti pertanyaan masing-masing tersebut. Mungkin maksudnya ""pertanyaan yang dapat diterima secara universal"", bukan ""pertanyaan apa saja"". IMHO, pak @Dr. Indrawan Nugroho :D",mampu chatgpt jawab tanya koreksi coba tanya kiamat siapa tuhan umat manusia atur tatanan dunia jawab jawab inti tanya masing masing mungkin maksud tanya terima universal tanya imho indrawan nugroho d,31,-1,Negatif
" @kingki1953  betul sekali, bro. Jawaban ChatGPT seperti itu. Kesannya mengambang, tapi dia menjawab dengan obyektif karena dia mengumpulkan data-data berdasarkan fakta yang ada di Internet. Saya mengkritisi frasa ""pertanyaan apa saja"" yang bisa diartikan sebagai pertanyaan apapun. CMIIW",betul sekali jawab chatgpt kesan ambang jawab obyektif kumpul data data dasar fakta internet kritisi frasa tanya arti tanya apa cmiiw,21,0,Netral
Ngak terbayang dunia ditentukan segelintir org. Ternyata rasa kagum melupakan ratusan juta org akan menganggur. ,ngak bayang dunia tentu gelintir org nyata rasa kagum lupa ratus juta org anggur,14,1,Positif
Bagi Mahasiswa Informatika (IT) yang mengambil Mata Kuliah Kecerdasan Buatan (AI) akan nyambung dengan Pembahasan ini.,mahasiswa informatika it ambil mata kuliah cerdas buat artificial intelligence nyambung bahas,12,1,Positif
Semoga suatu saat bisa belajar langsung ke pak indrawan,moga ajar langsung indrawan,4,0,Netral
"Kecerdasan buatan emank pasti bisa menggantikan manusia bahkan semua pekerjaan manusia
tapi sebelum itu terjadi alangkah baik nya berusaha kembangkan kemampuan diri dulu, gak usah pusing mikirin AI yg bisa gantiin manusia",cerdas buat emank ganti manusia bahkan semua kerja manusia belum jadi alangkah baik nya usaha kembang mampu diri dulu usah pusing mikirin artificial intelligence gantiin manusia,26,-1,Negatif
 @rprabu2239  harusnya itu di konten di Sediakan juga... Menurut aq gitu lebih jelas. Maaf ini cuman saran aja....,harus konten sedia turut aq gitu lebih jelas cuman saran,10,1,Positif
"Saya seorang programmer pernah tes dia untuk membuat suatu program, memang hasilnya sesuai dengan yang dia katakan, dia hanya mampu memberikan beberapa baris kode yang bisa kita gunakan dalam koding program kita.

Setidaknya hingga sekarang, dia masih belum mampu mengkoding suatu program dengan utuh.",orang programmer tes buat program memang hasil sesuai kata mampu beri beberapa baris kode guna koding program tidak hingga sekarang masih mampu mengkoding program utuh,25,1,Positif
"betul sih,  secara gw baru belajar bahasa pemrograman flutter di kerjaan gw karna sebelumnya cma paham pemrograman WEB , dan dengan chatGPT gw kebantu banget buat implemen logic"" bisnis dari client",betul baru ajar bahasa pemrograman flutter kerja karna belum cma paham pemrograman web chatgpt bantu buat implemen logic bisnis client,20,2,Positif
 @x67vii89  Kalau itu udah pasti. Tapi ngga akan ada yg gantikan programmer. Karena ngga semua orang bisa atau mau belajar komunikasi dgn mesin,udah ngga ganti programmer ngga semua orang ajar komunikasi mesin,10,-1,Negatif
"Gila ini barang,. Baru Jumat kemarin nyobain. Bisa bikin kerjaan super duper kereeeeenn....

Dapat tugas dr boss, temen bikin pake ini. Gila sih ngeri, bikin geleng geleng kepala tanpa nge-ganja.",gila barang baru jumat kemarin nyobain bikin kerja super duper kereeeeenn tugas boss temen bikin pake gila ngeri bikin geleng geleng kepala nge ganja,24,-1,Negatif
"Sejak viral kmrn2, pekerjaan sy byk terbantu dr chat-gpt dan Dall-E
utk chat gpt mmg kadang msh memberikan jwbn yg salah, jd msal kita mau pakai utk bantu membuat coding/ apapun setidaknya pengguna tdk awam bgt soal yg akan ditanyakan tsb,",sejak viral kmrn kerja byk bantu chat gpt dall e chat gpt mmg kadang msh beri jwbn salah msal pakai bantu buat coding apa guna awam soal tanya,28,2,Positif
Udah dicoba dan bisa. Saya sendiri mahasiswa akuntansi dan gila juga nih. Lapker auto selesai dalam waktu singkat,udah coba sendiri mahasiswa akuntansi gila lapker auto selesai waktu singkat,11,0,Netral
"maaf, Kreativitas yang belum/tidak bisa digantikan Ai dimaksud itu seperti apa ? bukankah ChatGPT ini sudah bisa membuat grafis desain ?
Terimakasih kalau ada yang bisa bantu jawab",kreativitas ganti artificial intelligence maksud bukankah chatgpt buat grafis desain terimakasih bantu jawab,13,0,Netral
Fokuslah pada pekerjaan yang strategis. Yang tidak bisa dikerjakan oleh robot. Noted,fokus kerja strategis kerja robot noted,6,0,Netral
Saya senang sekali menonton tayangan ini.... Terima kasih sudah berbagi informasi.... Bravo.....,senang sekali tonton tayang terima kasih bagi informasi bravo,9,1,Positif
Pak Dosen tolong bahas komputer quantum dong,dosen bahas komputer quantum,4,0,Netral
"1:11 TAMBAHKAN JUGA :
Peranan ChatGPT bagi Programmer.",tambah peran chatgpt programmer,4,0,Netral
"penasaran saya tanya chatGPT negara mana yang memenangkan piala dunia 2022, ternyata ia menjawab demikian :
 ""Piala Dunia FIFA 2022 diselenggarakan di Qatar pada tahun 2022. Informasi tentang tim yang memenangkan Piala Dunia tersebut tidak tersedia karena knowledge cutoff-nya adalah tahun 2021.""",penasaran tanya chatgpt negara mana menang piala dunia nyata jawab piala dunia fifa selenggara qatar tahun informasi tim menang piala dunia sedia knowledge cutoff nya tahun,26,0,Netral
Coz chat gpt BELUM problem solving JUST BASIC DATA BASE dengan API untuk uraiannya Dan Di untai  kembali sesuai request...jadi diurai lebih kecil Bisa perkata atau bahkan perhuruf. Tapi tetap belum Bisa problem solving.. Jawaban yg diberikan hanya bersifat umum Dan sudah Ada atau pernah Ada bukan MEMUNCULKAN /JAWABAN BARU.. UNTUK SARAN ATAU RECOMENDASI. ,coz chat gpt problem solving just basic data base api urai untai sesuai request urai lebih kecil kata bahkan huruf tetap problem solving jawab beri sifat umum muncul jawab baru saran recomendasi,32,0,Netral
"Pikiran dalam mahasiswa skarang ""Sebelum dosen2 tau dgn chat gpt ini , masih ada kesempatan untuk melakukan aksi untuk nyontek UAS bertanya ke chat gpt sebelum dosen2 tau apa ini chat gpt apalagi klo smpe rektor tau jadi bahaya bagi mahasiswa2 yg licik dgn kebiasaan menyontek"". Itulah dalam pikiran mahasiswa jaman skarang yg lebih cepat tau dgn teknologi chat gpt ketimbang dosen2/rektor mereka .",pikir mahasiswa skarang dosen tau chat gpt masih sempat laku aksi nyontek uas tanya chat gpt dosen tau chat gpt klo smpe rektor tau bahaya mahasiswa licik biasa sontek pikir mahasiswa jaman skarang lebih cepat tau teknologi chat gpt ketimbang dosen rektor,42,0,Netral
seandainya pendiri open IA membuat suka rela IA seperti itu. apakah mungkin pembuat IA itu punya IA yang lebih canggih? maksud saya mempunyai jarvis atau faraday?,anda diri open buat suka rela apakah mungkin buat punya lebih canggih maksud punya jarvis faraday,16,2,Positif
"Pak, ini kan laboratorium yang tidak terafiliasi. Nah, uang Microsoft itu nanti dihitung investasi atau uang sumbangan?

Soalnya sekarang mereka sama sama memiliki sumbangan 1 Billion Dollar dengan Elon Musk.",laboratorium afiliasi uang microsoft hitung investasi uang sumbang soal sekarang milik sumbang billion dollar elon musk,16,0,Netral
Kalo gak salah itu duitnya buat ekspansi dibelanjain ke cloud Microsoft,salah duit buat ekspansi dibelanjain cloud microsoft,7,-1,Negatif
Apakah ChatGPT akan menggantikan Brainly bagi Pelajar/Siswa untuk menyelesaikan Soal-soal Pelajaran Sekolah?,chatgpt ganti brainly ajar siswa selesai soal soal ajar sekolah,10,-1,Negatif
"Enak banget untuk teman ngobrol, buat update berita"", dan brain storming",enak teman ngobrol buat update berita brain storming,8,1,Positif
 @xdimulyadi  si sam ini lg nembangin watermark ya utk chatgpt nya? Klo skrg kayaknya yg mentah2 copas dari chatgpt keder tuh klo referensinya dari chatgpt,si sam lg nembangin watermark chatgpt nya klo skrg kayak mentah copas chatgpt keder klo referensi chatgpt,17,0,Netral
"Sadarlah mahasiswa yang masih ngarep pekerjaan ""admin"" kantor. Lebih baik meningkatkan keahlian yang spesifik agar dapat meningkatkan kualitas diri di bursa kerja.",sadar mahasiswa masih ngarep kerja kantor lebih baik tingkat ahli spesifik tingkat kualitas diri bursa kerja,16,0,Netral
Apakah mengantar paket pada alamat yg butuh penjelasan detail juga akan digantikan oleh AI?,antar paket alamat butuh jelas detail ganti artificial intelligence,9,0,Netral
Sangat luar biasa ini chatgpt ini kalau mau coding pasti dapat menjawab semua code2 programer,sangat luar biasa chatgpt coding jawab semua code programer,9,0,Netral
Jujur ChatGPT sangat membantu saya dalam tugas tugas sekolah,jujur chatgpt sangat bantu tugas tugas sekolah,7,1,Positif
"Makanya susah mau cari profit di forex , setelan level AI bisa diatur sesuai jumlah deposit nya .
Para mentor pun sdh bilang ga ada yang bisa profit konsisten ! Banyak kemungkinan yang terjadi",makanya susah cari profit forex setel level artificial intelligence atur sesuai jumlah deposit nya mentor bilang profit konsisten banyak mungkin jadi,21,-1,Negatif
"Solusinya: ujian essay dan praktek langsung didepan pengajar 

Gak perlu ada yang namanya PR lagi.",solusi uji essay praktek langsung depan ajar nama pr,9,1,Positif
Ahhh thank you akhirnya dibahas request an aku tentang chat gpt ,ahhh thank you akhir bahas request an chat gpt,9,0,Netral
"One of the skills that AI don't have is ""Character Buidling"" . ",one of the skills that artificial intelligence don t have is character buidling,13,0,Netral
"re-generate 3/3 wkwkwwk :

ChatGPT adalah kecerdasan buatan (AI) yang dikembangkan oleh OpenAI, sebuah laboratorium riset AI. ChatGPT merupakan varian dari Generative Pretrained Transformers dan memanfaatkan supervised learning untuk menghasilkan teks bahasa yang alami. ChatGPT bisa berinteraksi dengan manusia melalui percakapan dan dapat melakukan berbagai tugas, seperti menjawab pertanyaan, membuat analisis, menulis puisi, menjalankan customer service, membuat prediksi, dan menterjemahkan bahasa. ChatGPT membuat heboh karena dapat melakukan tugas yang biasanya dilakukan hanya oleh profesional dan memiliki banyak kemampuan yang dikuasai dengan baik.",re generate wkwkwwk chatgpt cerdas buat artificial intelligence kembang openai laboratorium riset artificial intelligence chatgpt rupa varian generative pretrained transformers manfaat supervised learning hasil teks bahasa alami chatgpt interaksi manusia cakap laku bagai tugas jawab tanya buat analisis tulis puisi jalan customer service buat prediksi terjemah bahasa chatgpt buat heboh laku tugas biasa laku profesional milik banyak mampu asai baik,60,1,Positif
Masa depan sepertinya akan lebih seru dan menarik ,masa depan seperti lebih seru tarik,6,0,Netral
ini yang 30 tahunan lalu kita tonton di bioskop bernama Terminator di bawah umbrella Skynet sekarang jadi kenyataan .,tahun lalu tonton bioskop nama terminator bawah umbrella skynet sekarang nyata,11,0,Netral
"Izin Pak, dalam programming, chatGPT bisa membantu programmer untuk membuat potongan syntax atau bahkan satu web secara full, tp chatGPT sejauh ini belum bisa menggantikan kreativitas dan logic programmer . .
Tp gak tau kedepannya, ",izin programming chatgpt bantu programmer buat potong syntax bahkan satu web full chatgpt jauh ganti kreativitas logic programmer tau depan,20,0,Netral
"Antara senang dan sedih kalo liat kemajuan tekhnologi di luar sana, 
Senang karena ini kemajuan yg sangat luar biasa pencapaian manusia.
Sedih, karena negara kita masih berdebat soal cebong dan kampret, dan heboh sama permasalahan artis2 alay.",senang sedih liat maju tekhnologi luar sana senang maju sangat luar biasa capai manusia sedih negara masih debat soal cebong kampret heboh masalah artis alay,25,2,Positif
Semakin semuanya dipermudah...semakin otak tidak dipaksa untuk bekerja lebih ..mungkin emang bener ya...makin kedepan kecerdasan makin berkurang.,makin semua mudah makin otak paksa kerja lebih mungkin emang bener makin depan cerdas makin kurang,16,2,Positif
saya nunggu VoiceChatGPT .. keren sih bisa denger suara penjelasan nya langsung,nunggu voicechatgpt keren denger suara jelas nya langsung,8,2,Positif
Sebagai guru saya harus mikir strategi mengajar yg baru,guru mikir strategi ajar baru,5,0,Netral
"ChatGPT ""tidak"" bisa memahami makna, seperti sarkasme dan lainnya. saya kira, yg lebih tepat adalah ""belum"" bisa, karena makna sendiri didapat oleh manusia melalui proses belajar pak Doktor. Jadi saya rasa, si ChatGPT ini jg kelak akan bisa ""belajar"" hal tersebut. saat ini ChatGPT bisa menyimpulkan suatu hal baru dari ""kumpulan"" pelajaran dia.",chatgpt paham makna sarkasme lain kira lebih tepat makna sendiri dapat manusia proses ajar doktor rasa si chatgpt jg kelak ajar chatgpt simpul baru kumpul ajar,26,1,Positif
pemberian informasinya udah mulai ke filter yaa,beri informasi udah mulai filter yaa,6,0,Netral
Kadang saya berpikir ingin juga memiliki ai seperti chatgpt walau kemampuan dan modla pas pasan,kadang pikir milik artificial intelligence chatgpt mampu modla pas pas,10,0,Netral
"nah kan chatGPT buat nanya ini dan itu, penting juga untuk ""menginventaris"" jawaban2 tsb scr terorganisir. saya personally gunakan Notion sebagai tool untuk membuat ""wikipedia"" private sesuai kebutuhan saya.",chatgpt buat nanya penting inventaris jawab organisir personally guna notion tool buat wikipedia private sesuai butuh,16,1,Positif
"Saya tidak ingat
5-6 bulan lalu atau mungkin lebih
Saya pernah menulis komentar di salah satu video dr indrawan
Dimana saya mengandaikan sebuah aplikasi yang dapat memproses begitu banyak variabel data dalam bidang bisnis  ,  sebuah aplikasi yang menghasilkan analisa keputusan yang di dasari dari input variabel yang begitu banyak dan dinamis. ",ingat bulan lalu mungkin lebih tulis komentar salah satu video indrawan andai aplikasi proses banyak variabel data bidang bisnis aplikasi hasil analisa putus dasar input variabel begitu banyak dinamis,29,-1,Negatif
Statement akhirnya keren Prof ,statement akhir keren prof,4,1,Positif
"Apakah keadaan di film Terminator bakal terjadi?
Rasanya kok makin kesini makin nyata aja itu semua bakalan terjadi.
Robot"" yg awal dibuat untuk membantu manusia, malah berbalik ingin menguasai dan ingin memusnahkan manusia",ada film terminator bakal jadi rasa makin kesini makin nyata semua bakal jadi robot awal buat bantu manusia malah balik kuasa musnah manusia,23,1,Positif
Syukur lah ada chat gpt semua jadi mudah .,syukur chat gpt semua mudah,5,1,Positif
 @SiniarVisual  pasti terwujud bang. Kuncinya ada di teknologi semikonduktor.,wujud kunci teknologi semikonduktor,4,0,Netral
Klo di serial the peripheral kan teknik drift (nge-link) nya sebatas manusia dengan manusia,klo serial the peripheral teknik drift nge link nya batas manusia manusia,12,0,Netral
ga sabar pengen punya istri rill dan istri virtual ,sabar ken punya istri rill istri virtual,7,0,Netral
" @byujkt3822  masih blm sempurna. 
Lihat 10 thn lagi. Intinya itu ada di kemampuan cpu/soc. Makin cpt eksekusinya makin realistis nanti respon AI nya.",sempurna lihat thn inti mampu cpu soc makin cpt eksekusi makin realistis respon artificial intelligence nya,16,0,Netral
Nice Om Keren Infonya Menarik Banget ,nice om keren info tarik,5,1,Positif
"Mantab sekali.... saya pake chat gpt  untuk cari bahan dan nyusun script di konten youtube saya...  "" Sukses quotes up """,mantab sekali pake chat gpt cari bahan nyusun script konten youtube sukses quotes up,14,0,Netral
100 juta pengguna dalam 1 bulan. Para developer juga skrg bisa menggunakan API nya. Bisa digunakan di WA utk Chat bot.,juta guna bulan developer skrg guna api nya guna wa chat bot,12,3,Positif
makasih banyak pak request saya akhirnya  ,makasih banyak request akhir,4,0,Netral
"AI ketika sudah sangat canggih...

Orang yang keluar portal: I need your clothes, your boots, and your motorcycle.",artificial intelligence sangat canggih orang keluar portal i need your clothes your boots and your motorcycle,16,1,Positif
AI tanpa Big Data hanyalah search engine biasa,artificial intelligence big data hanya search engine biasa,8,0,Netral
Konten yang bermanfaat buat menambah ilmu di era sekarang,konten manfaat buat tambah ilmu era sekarang,7,0,Netral
"Pada akhir nya data privasi kita di kuasai AI 
Dan mengerti pola dan gaya hidup Cara merespon emosi manusia bagaimana bahagia, marah, sedih, mungkinkan pada akhirnya AI menemukan algoritma kesadaran.? Jika ya, bagaimana doktrin agama yg ribuan tahun bertuhan???",akhir nya data privasi kuasa artificial intelligence erti pola gaya hidup cara merespon emosi manusia bagaimana bahagia marah sedih mungkin akhir artificial intelligence temu algoritma sadar bagaimana doktrin agama ribu tahun tuhan,32,-2,Negatif
Kemaren coba nguji soal matematika dan ternyata jawabannya benar .  Kenapa nggak dari zaman sekolah ai ini ada.,kemaren coba nguji soal matematika nyata jawab benar zaman sekolah artificial intelligence,12,0,Netral
Jangan terlalu melambung kejauhan.. semua teknologi yg dibangun jadi ABU saat kepentingan tuan besar Perang Dunia 3 harus MELETUS...,terlalu lambung jauh semua teknologi bangun abu penting tuan besar perang dunia letus,13,0,Netral
Channel favorit. Terima kasih Pak Indrawan,channel favorit terima kasih indrawan,5,0,Netral
"Jangan remehkan ChatGBT karena dia bekerja bukan karena ada yang mengoprasikan secara manual.
Elon bukan type orang semudah itu di tebak. dari mana Chatgbt bisa berfikir. karena dia sebenarnya mirip denga Google map. dimana pengguna android akan terintegrasi denganya.",remeh chatgbt kerja mengoprasikan manual elon type orang mudah tebak mana chatgbt berfikir benar mirip denga google map guna android integrasi denganya,22,2,Positif
Ngomong apaaan..? Udah ngopi..?,ngomong apaaan udah ngopi,4,0,Netral
chat GPT merupakan teman perjalanan apabila sudah bisa talk wahh bisa jadi robotgpt,chat gpt rupa teman jalan apabila talk wahh robotgpt,9,0,Netral
Ga lama bikin rumah pake 3d print.,lama bikin rumah pake d print,6,0,Netral
"Cara menggunakan chat gpt,link /website nya apa kk? Atau PlayStore aplikasi nya apa? 
Makasih",cara guna chat gpt link website nya kk playstore aplikasi nya makasih,12,1,Positif
Apakah ini berarti... Sekolah Kepribadian yg paling diperlukan... Krn hal teknis lainnya SDH dihandle oleh Chat GPT ?,arti sekolah pribadi perlu hal teknis lain dihandle chat gpt,10,0,Netral
Terima kasih pak Indra. AI lawan AI.,terima kasih indra artificial intelligence lawan artificial intelligence,8,0,Netral
